549.23035	-25
549.29999	-175
549.36957	-111
549.43921	-80
549.50885	-75
549.57843	-118
549.64807	-88
549.71771	-114
549.78729	-136
549.85693	-42
549.92657	-10
549.99615	36
550.0658	-255
550.13538	-39
550.20502	-95
550.2746	4
550.34424	20
550.41382	-109
550.48346	38
550.55304	-91
550.62268	-236
550.69226	-1
550.7619	-177
550.83148	-179
550.90112	-176
550.9707	-111
551.04034	-104
551.10992	-3
551.1795	-173
551.24915	-17
551.31873	-153
551.38831	-42
551.45795	-233
551.52753	102
551.59711	-214
551.66675	-126
551.73633	-173
551.80591	-163
551.87555	-121
551.94513	-149
552.01471	-170
552.08429	22
552.15393	-123
552.22351	-88
552.29309	-260
552.36267	-90
552.43225	-144
552.50183	-168
552.57147	-129
552.64105	-82
552.71063	-88
552.78021	-98
552.84979	-59
552.91937	-83
552.98895	-138
553.05853	-105
553.12811	-67
553.19775	-88
553.26733	-96
553.33691	-138
553.40649	-109
553.47607	-42
553.54565	-109
553.61523	-93
553.68481	-188
553.75433	-46
553.82391	-90
553.89349	-36
553.96307	22
554.03265	-2
554.10223	47
554.17181	-43
554.24139	-29
554.31097	-64
554.38055	-131
554.45007	-43
554.51965	-177
554.58923	-91
554.65881	-147
554.72839	-153
554.79791	-73
554.86749	-132
554.93707	-229
555.00665	-175
555.07617	-161
555.14575	-213
555.21533	-123
555.28485	-78
555.35443	-97
555.42401	-249
555.49353	-78
555.56311	-139
555.63269	-203
555.70221	-154
555.77179	-110
555.84131	-103
555.91089	-141
555.98047	-95
556.04999	-266
556.11957	83
556.18909	-63
556.25867	-125
556.32819	-123
556.39777	-92
556.46729	-81
556.53687	-260
556.60638	-82
556.67596	-250
556.74548	-175
556.815	-68
556.88458	-10
556.9541	-196
557.02368	-70
557.0932	-30
557.16272	-44
557.2323	-233
557.30182	107
557.37134	-144
557.44092	-132
557.51044	-44
557.57996	-54
557.64954	-91
557.71906	-200
557.78857	-146
557.85809	-111
557.92767	-57
557.99719	-189
558.06671	-41
558.13623	-2
558.20575	-108
558.27527	-76
558.34485	-95
558.41437	-82
558.48389	-61
558.55341	12
558.62292	-248
558.69244	-69
558.76196	-40
558.83148	-177
558.901	-24
558.97052	-65
559.04004	-40
559.10956	-21
559.17908	-95
559.2486	-91
559.31812	-227
559.38763	-93
559.45715	-162
559.52667	-65
559.59619	-106
559.66571	-151
559.73523	-176
559.80475	-85
559.87427	-74
559.94379	-62
560.01324	-94
560.08276	-79
560.15228	-12
560.2218	-49
560.29132	-134
560.36084	-138
560.4303	20
560.49982	-72
560.56934	-190
560.63885	50
560.70831	-91
560.77783	-135
560.84735	-185
560.91681	-150
560.98633	-120
561.05585	-164
561.12531	-41
561.19482	-171
561.26434	-183
561.3338	-32
561.40332	-86
561.47278	-144
561.5423	-163
561.61182	-137
561.68127	-117
561.75079	-174
561.82025	-57
561.88977	-90
561.95923	7
562.02875	-198
562.09821	-136
562.16772	-73
562.23718	-187
562.30664	-213
562.37616	-91
562.44562	58
562.51514	-39
562.58459	-135
562.65405	-18
562.72357	-110
562.79303	-178
562.86249	-79
562.93201	-178
563.00146	-170
563.07092	23
563.14044	-142
563.2099	-191
563.27936	-159
563.34882	-142
563.41833	15
563.48779	-67
563.55725	-222
563.62671	-66
563.69617	-211
563.76562	-82
563.83514	-50
563.9046	-102
563.97406	64
564.04352	-126
564.11298	-177
564.18243	-28
564.25189	-75
564.32135	3
564.39081	76
564.46027	59
564.52972	60
564.59918	-123
564.66864	-57
564.7381	-138
564.80756	-127
564.87701	-188
564.94647	-14
565.01593	-82
565.08539	-140
565.15485	-84
565.2243	-123
565.29376	-171
565.36322	-63
565.43262	-132
565.50208	128
565.57153	19
565.64099	-35
565.71045	-16
565.77985	-39
565.8493	-136
565.91876	-187
565.98822	34
566.05762	7899
566.12708	60895
566.19653	2273
566.26599	-55
566.33539	-113
566.40485	34
566.4743	-20
566.5437	-39
566.61316	-19
566.68256	-55
566.75201	26
566.82147	-131
566.89087	-38
566.96033	-13
567.02972	-59
567.09918	-44
567.16858	-215
567.23804	-42
567.30743	-3
567.37689	-204
567.44629	38
567.51575	-82
567.58514	124
567.65454	-30
567.724	43
567.7934	-72
567.86285	71
567.93225	-1
568.00165	-60
568.07111	11
568.1405	-90
568.2099	-83
568.27936	25
568.34875	-67
568.41815	77
568.48755	-10
568.55701	129
568.6264	-78
568.6958	15
568.7652	31
568.83466	102
568.90405	56
568.97345	-65
569.04285	-58
569.11224	65
569.18164	-17
569.25104	29
569.3205	26
569.38989	-67
569.45929	98
569.52869	103
569.59808	99
569.66748	30
569.73688	-67
569.80627	74
569.87567	86
569.94507	65
570.01447	66
570.08386	61
570.15326	263
570.22266	90
570.29205	-56
570.36139	25
570.43079	187
570.50018	101
570.56958	174
570.63898	137
570.70837	71
570.77771	118
570.84711	85
570.9165	217
570.9859	105
571.0553	161
571.12463	222
571.19403	305
571.26343	13
571.33276	204
571.40216	270
571.47156	164
571.54089	253
571.61029	190
571.67969	158
571.74902	387
571.81842	538
571.88782	267
571.95715	-412
572.02655	-765
572.09589	-941
572.16528	-828
572.23462	-416
572.30402	115
572.37335	130
572.44275	-1777
572.51208	98
572.58148	1637
572.65082	252
572.72021	-117
572.78955	1888
572.85889	1319
572.92828	-760
572.99762	965
573.06702	1954
573.13635	3139
573.20569	2985
573.27509	827
573.34442	-2502
573.41376	136
573.48309	3733
573.55249	6130
573.62183	5373
573.69116	7290
573.7605	6616
573.8299	9389
573.89923	4530
573.96857	1131
574.0379	1705
574.10724	6009
574.17657	-1718
574.24591	-228
574.31531	1465
574.38464	314
574.45398	1082
574.52332	-2495
574.59265	-824
574.66199	6761
574.73132	10324
574.80066	14419
574.87	17634
574.93933	12990
575.00867	13234
575.078	14187
575.14734	15820
575.21667	24938
575.28601	29114
575.35529	23846
575.42462	26240
575.49396	28664
575.56329	33248
575.63263	34074
575.70197	42616
575.77124	52900
575.84058	65852
575.90991	69587
575.97925	81227
576.04858	88194
576.11786	101720
576.18719	110555
576.25653	108689
576.32581	134383
576.39514	160726
576.46448	175470
576.53375	183599
576.60309	190892
576.67242	208642
576.7417	224415
576.81104	213071
576.88031	197570
576.94965	179453
577.01898	145263
577.08826	125540
577.15759	117726
577.22687	90663
577.2962	76345
577.36548	67173
577.43481	54813
577.50409	50587
577.57336	57055
577.6427	57958
577.71198	61563
577.78131	79839
577.85059	92645
577.91986	87368
577.9892	93320
578.05847	110966
578.12775	106950
578.19708	99137
578.26636	113017
578.33563	113103
578.40491	111140
578.47424	124787
578.54352	130896
578.61279	147617
578.68207	152610
578.7514	160894
578.82068	171079
578.88995	172907
578.95923	180783
579.0285	189157
579.09778	206251
579.16705	211967
579.23633	213434
579.30566	224436
579.37494	231608
579.44421	242459
579.51349	246593
579.58276	260607
579.65204	272114
579.72131	279816
579.79059	287194
579.85986	284384
579.92914	282500
579.99835	291306
580.06763	287607
580.1369	273525
580.20618	264695
580.27545	261010
580.34473	255623
580.414	243668
580.48322	221987
580.55249	237621
580.62177	266883
580.69104	263580
580.76031	246485
580.82953	249622
580.8988	250806
580.96808	240914
581.03735	234166
581.10657	220992
581.17584	212771
581.24512	214339
581.31433	207362
581.38361	215561
581.45282	215320
581.52209	213317
581.59137	209761
581.66058	201916
581.72986	201239
581.79907	188758
581.86835	193611
581.93756	195878
582.00684	196056
582.07605	190462
582.14532	183847
582.21454	187616
582.28381	186892
582.35303	174774
582.4223	167203
582.49152	185180
582.56073	183846
582.63	173470
582.69922	158572
582.76843	158142
582.83771	150816
582.90692	137384
582.97614	153704
583.04541	159671
583.11462	163473
583.18384	165234
583.25305	165303
583.32227	170890
583.39154	172067
583.46075	179856
583.52997	182419
583.59918	174189
583.6684	187023
583.73761	184223
583.80688	188260
583.8761	187443
583.94531	181956
584.01453	182861
584.08374	195595
584.15295	188828
584.22217	186258
584.29138	200975
584.3606	204150
584.42981	210267
584.49902	208193
584.56824	203187
584.63745	214444
584.70667	241957
584.77582	244270
584.84503	237438
584.91425	230065
584.98346	217785
585.05267	223729
585.12189	222321
585.19104	238523
585.26025	238778
585.32947	228254
585.39868	227193
585.4679	217518
585.53705	222639
585.60626	240283
585.67548	239869
585.74463	249431
585.81384	256557
585.88306	254191
585.95221	263267
586.02142	275273
586.09064	278467
586.15979	281226
586.229	290722
586.29816	299530
586.36737	302268
586.43652	317538
586.50574	344810
586.57489	357860
586.6441	352138
586.71326	369693
586.78247	409926
586.85162	428088
586.92084	435143
586.98999	435846
587.05914	433219
587.12836	436998
587.19751	430082
587.26672	452762
587.33588	475219
587.40503	470589
587.47418	481709
587.5434	505425
587.61255	522575
587.6817	524414
587.75085	547588
587.82007	570527
587.88922	597505
587.95837	599983
588.02753	580350
588.09668	603107
588.16589	614422
588.23505	608696
588.3042	615039
588.37335	631029
588.4425	641556
588.51166	649296
588.58081	653716
588.64996	671742
588.71912	685275
588.78827	719971
588.85742	732597
588.92657	745063
588.99573	768934
589.06488	745984
589.13403	745471
589.20319	743145
589.27234	749812
589.34149	771523
589.41064	789936
589.47974	805814
589.54889	819156
589.61804	829237
589.68719	835245
589.75635	848223
589.82544	853219
589.89459	848823
589.96375	886756
590.0329	920266
590.10199	914092
590.17114	905404
590.2403	929084
590.30939	947492
590.37854	936472
590.44769	950553
590.51678	971353
590.58594	957458
590.65503	940888
590.72418	955970
590.79327	981233
590.86243	982816
590.93158	997734
591.00067	1.00679e+06
591.06982	1.00667e+06
591.13892	1.00358e+06
591.20801	1.03141e+06
591.27716	1.03199e+06
591.34625	1.0277e+06
591.41541	1.03759e+06
591.4845	1.03741e+06
591.55359	1.04352e+06
591.62274	1.01491e+06
591.69183	1.02845e+06
591.76093	1.01687e+06
591.83008	989138
591.89917	994313
591.96826	1.03374e+06
592.03741	1.04032e+06
592.10651	1.01909e+06
592.1756	997996
592.24469	989522
592.31384	984568
592.38293	981660
592.45203	982173
592.52112	978186
592.59021	933124
592.6593	905498
592.72839	909390
592.79749	934395
592.86664	960988
592.93573	940612
593.00482	931034
593.07391	910017
593.14301	888157
593.2121	857980
593.28119	858095
593.35028	862063
593.41937	867872
593.4884	877596
593.5575	892507
593.62659	878593
593.69568	876474
593.76477	878498
593.83386	857327
593.90295	884736
593.97205	870272
594.04108	870877
594.11017	868992
594.17926	886696
594.24835	903250
594.31738	895644
594.38647	906093
594.45557	897530
594.5246	908233
594.59369	936727
594.66278	950861
594.73181	969868
594.8009	958575
594.87	936380
594.93903	948358
595.00812	960680
595.07715	935083
595.14624	947836
595.21527	959387
595.28436	978805
595.35339	980448
595.42249	970840
595.49152	946831
595.56061	969977
595.62964	953708
595.69873	945479
595.76776	929785
595.83679	939054
595.90588	961398
595.97491	951062
596.04395	933441
596.11304	917517
596.18207	893602
596.2511	878303
596.32019	829577
596.38922	828938
596.45825	825526
596.52728	802571
596.59631	794444
596.66541	807905
596.73444	821516
596.80347	815941
596.8725	779733
596.94153	751896
597.01056	790143
597.07959	776276
597.14862	757257
597.21765	770796
597.28674	763740
597.35577	758303
597.4248	745204
597.49384	764858
597.56281	778478
597.63184	797173
597.70087	787319
597.7699	770747
597.83893	767889
597.90796	765805
597.97699	762033
598.04602	751533
598.11505	739175
598.18402	730818
598.25305	762636
598.32208	763485
598.39111	767813
598.46014	787899
598.52911	788443
598.59814	777033
598.66718	798904
598.73615	818585
598.80518	826940
598.87421	816705
598.94318	791073
599.01221	808514
599.08124	819347
599.15021	805707
599.21924	790496
599.28821	776255
599.35724	776014
599.42621	787958
599.49524	773352
599.56421	771130
599.63324	763818
599.70221	753048
599.77124	748684
599.84021	740846
599.90918	741848
599.97821	722459
600.04718	698046
600.11621	693229
600.18518	688844
600.25415	673524
600.32318	657439
600.39215	634769
600.46112	622418
600.53009	577686
600.59912	567651
600.66809	574164
600.73706	567851
600.80603	555733
600.875	542960
600.94397	534547
601.013	512567
601.08197	484975
601.15094	462405
601.21991	462241
601.28888	446040
601.35785	420280
601.42682	403483
601.49579	398244
601.56476	383347
601.63373	379441
601.7027	387153
601.77167	385941
601.84064	388711
601.90961	375805
601.97858	359700
602.04755	346080
602.11646	347774
602.18542	350846
602.25439	334021
602.32336	342284
602.39233	346366
602.46124	354015
602.53021	343894
602.59918	332520
602.66815	329553
602.73706	329409
602.80603	332426
602.875	336207
602.94391	333441
603.01288	351741
603.08185	357077
603.15076	346486
603.21973	347596
603.28864	366448
603.3576	367656
603.42657	372156
603.49548	382780
603.56445	399064
603.63336	412092
603.70233	423202
603.77124	437591
603.84015	430130
603.90912	428703
603.97803	456916
604.047	468048
604.11591	480569
604.18481	502347
604.25378	528037
604.32269	533366
604.3916	556492
604.46057	590450
604.52948	601927
604.59839	614869
604.6673	668515
604.73627	705004
604.80518	720249
604.87408	750582
604.94299	762990
605.0119	779282
605.08081	811923
605.14972	848430
605.21863	874379
605.2876	890259
605.35651	918158
605.42542	920408
605.49432	942561
605.56323	946232
605.63214	978260
605.70105	1.01039e+06
605.76996	999773
605.83887	997847
605.90771	1.00795e+06
605.97662	1.02364e+06
606.04553	1.06631e+06
606.11444	1.09377e+06
606.18335	1.10766e+06
606.25226	1.13522e+06
606.32117	1.13919e+06
606.39001	1.14786e+06
606.45892	1.1757e+06
606.52783	1.15128e+06
606.59674	1.1612e+06
606.66559	1.18754e+06
606.7345	1.19214e+06
606.80341	1.19457e+06
606.87225	1.19601e+06
606.94116	1.21233e+06
607.01007	1.2373e+06
607.07892	1.23912e+06
607.14783	1.24549e+06
607.21674	1.26518e+06
607.28558	1.26141e+06
607.35449	1.23784e+06
607.42334	1.24894e+06
607.49225	1.22797e+06
607.5611	1.23386e+06
607.63	1.23291e+06
607.69885	1.24724e+06
607.76776	1.26066e+06
607.83661	1.28282e+06
607.90546	1.2746e+06
607.97437	1.27086e+06
608.04321	1.27828e+06
608.11212	1.30184e+06
608.18097	1.30913e+06
608.24982	1.30171e+06
608.31873	1.32102e+06
608.38757	1.37512e+06
608.45642	1.41322e+06
608.52527	1.37474e+06
608.59418	1.3457e+06
608.66302	1.352e+06
608.73187	1.40472e+06
608.80072	1.43428e+06
608.86957	1.42657e+06
608.93842	1.43591e+06
609.00732	1.45938e+06
609.07617	1.47788e+06
609.14502	1.4749e+06
609.21387	1.4835e+06
609.28271	1.48842e+06
609.35156	1.51706e+06
609.42041	1.51305e+06
609.48926	1.54595e+06
609.55811	1.56349e+06
609.62695	1.55651e+06
609.6958	1.56572e+06
609.76465	1.59186e+06
609.8335	1.64861e+06
609.90234	1.67701e+06
609.97119	1.6628e+06
610.03998	1.70831e+06
610.10883	1.72222e+06
610.17767	1.74624e+06
610.24652	1.76291e+06
610.31537	1.8135e+06
610.38416	1.82628e+06
610.453	1.86494e+06
610.52185	1.85041e+06
610.5907	1.86821e+06
610.65948	1.89403e+06
610.72833	1.93091e+06
610.79718	1.94575e+06
610.86597	1.94626e+06
610.93481	1.98662e+06
611.00366	2.02254e+06
611.07245	2.06612e+06
611.1413	2.12846e+06
611.21008	2.1519e+06
611.27893	2.18621e+06
611.34772	2.24783e+06
611.41656	2.26213e+06
611.48535	2.27273e+06
611.5542	2.3156e+06
611.62299	2.37813e+06
611.69183	2.44186e+06
611.76062	2.51169e+06
611.82941	2.55848e+06
611.89825	2.57498e+06
611.96704	2.60274e+06
612.03589	2.62906e+06
612.10468	2.64096e+06
612.17346	2.71725e+06
612.24225	2.73961e+06
612.3111	2.73962e+06
612.37988	2.76908e+06
612.44867	2.7698e+06
612.51746	2.78045e+06
612.5863	2.88542e+06
612.65509	2.88939e+06
612.72388	2.90488e+06
612.79266	2.97779e+06
612.86145	2.99752e+06
612.93024	2.99491e+06
612.99902	2.98844e+06
613.06787	3.01892e+06
613.13666	3.06407e+06
613.20544	3.11855e+06
613.27423	3.18143e+06
